subject	predicate	object	context
d4e5f6a7-1003-4000-8000-000000000013	v:type	wh:con	35b69d9d1b06dc507a444f37fef7ea34efa7d303
d4e5f6a7-1003-4000-8000-000000000013	v:title	Just-in-Time Manufacturing—4	35b69d9d1b06dc507a444f37fef7ea34efa7d303
d4e5f6a7-1003-4000-8000-000000000013	v:tt	852a6e49-4b9c-429e-b612-6c505ab78827	35b69d9d1b06dc507a444f37fef7ea34efa7d303
d4e5f6a7-1003-4000-8000-000000000013	v:bt	c348132e-7cdf-438d-9a1f-69d75f382bee	35b69d9d1b06dc507a444f37fef7ea34efa7d303
d4e5f6a7-1003-4000-8000-000000000013	v:rt	d4e5f6a7-1001-4000-8000-000000000011	35b69d9d1b06dc507a444f37fef7ea34efa7d303
d4e5f6a7-1003-4000-8000-000000000013	v:rt	d4e5f6a7-1008-4000-8000-000000000018	35b69d9d1b06dc507a444f37fef7ea34efa7d303
d4e5f6a7-1003-4000-8000-000000000013	v:rt	d4e5f6a7-1005-4000-8000-000000000015	35b69d9d1b06dc507a444f37fef7ea34efa7d303
d4e5f6a7-1003-4000-8000-000000000013	v:uf	JIT	35b69d9d1b06dc507a444f37fef7ea34efa7d303
d4e5f6a7-1003-4000-8000-000000000013	v:uf	Just-in-Time	35b69d9d1b06dc507a444f37fef7ea34efa7d303
d4e5f6a7-1003-4000-8000-000000000013	v:pt	Just-in-Time Manufacturing—4	35b69d9d1b06dc507a444f37fef7ea34efa7d303
