subject	predicate	object	context
d4e5f6a7-1002-4000-8000-000000000012	v:type	wh:con	555172f803fc7838254fe5c570c2a23e0f5543a1
d4e5f6a7-1002-4000-8000-000000000012	v:title	Jidoka—4	555172f803fc7838254fe5c570c2a23e0f5543a1
d4e5f6a7-1002-4000-8000-000000000012	v:tt	852a6e49-4b9c-429e-b612-6c505ab78827	555172f803fc7838254fe5c570c2a23e0f5543a1
d4e5f6a7-1002-4000-8000-000000000012	v:bt	c348132e-7cdf-438d-9a1f-69d75f382bee	555172f803fc7838254fe5c570c2a23e0f5543a1
d4e5f6a7-1002-4000-8000-000000000012	v:rt	d4e5f6a7-1006-4000-8000-000000000016	555172f803fc7838254fe5c570c2a23e0f5543a1
d4e5f6a7-1002-4000-8000-000000000012	v:rt	d4e5f6a7-1007-4000-8000-000000000017	555172f803fc7838254fe5c570c2a23e0f5543a1
d4e5f6a7-1002-4000-8000-000000000012	v:uf	自働化	555172f803fc7838254fe5c570c2a23e0f5543a1
d4e5f6a7-1002-4000-8000-000000000012	v:uf	Autonomation	555172f803fc7838254fe5c570c2a23e0f5543a1
d4e5f6a7-1002-4000-8000-000000000012	v:uf	Automation with a human touch	555172f803fc7838254fe5c570c2a23e0f5543a1
d4e5f6a7-1002-4000-8000-000000000012	v:pt	Jidoka—4	555172f803fc7838254fe5c570c2a23e0f5543a1
